pyRAP_Gene	feature	Gene_base	locus	GO_terms	RPMPRPK	log2foldchange_RNAseq	padj_RNAseq
prs.88	CDS	prs	BSU_00510	Biosynthesis/ acquisition of histidine, Biosynthesis/ acquisition of purine nucleotides, Biosynthesis/ acquisition of pyrimidine nucleotides, Essential genes, Universally conserved proteins	2.71	2.89	2.91725801491495e-61
yfhO.1289	CDS	yfhO	BSU_08610	Membrane proteins, Biosynthesis of lipoteichoic acid, Biosynthesis of lipoteichoic acid, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), General stress proteins (controlled by SigB)	1.88	not_significant	0.0993329610997047
ybfO.373	CDS	ybfO	BSU_02310	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics/ based on similarity, Efp-dependent proteins, Secreted proteins	0.77	not_significant	0.434077133031962
yflA.1180	CDS	yflA	BSU_07750	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Membrane proteins, Other transporters, Alanine or glycine cation symporter family	2.5	not_significant	0.10491385735836
rapH.1060	CDS	rapH	BSU_06830	Protein phosphatases, Response regulator aspartate phosphatase, Quorum sensing, Phosphatases controlling the phosphorelay, Phosphatases controlling the phosphorelay	0.66	not_significant	0.300559984737482
cypB.4083	CDS	cypB	BSU_27160	Electron transport/ other, Lipid metabolism/ other, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	1.43	not_significant	0.912205166854255
rsbRD.3725	CDS	rsbRD	BSU_24760	Control of sigma factors, General stress proteins (controlled by SigB), Phosphorylation on a Thr residue	0.5	not_significant	0.0564111050669803
yxbB.6022	CDS	yxbB	BSU_39890	Proteins of unknown function	0.19	not_significant	0.928901821801809
pyrAB.2328	CDS	pyrAB	BSU_15520	Biosynthesis/ acquisition of pyrimidine nucleotides, Membrane proteins	2.25	-1.49	4.39237838526659e-08
ycdG.451	CDS	ycdG	BSU_02840	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	1.5	not_significant	0.301636601201756
fnr.5647	CDS	fnr	BSU_37310	Regulators of electron transport, Transcription factors/ other	2.71	not_significant	0.209015583704138
ribH.3510	CDS	ribH	BSU_23250	Biosynthesis/ acquisition of riboflavin/ FAD	0.38	0.75	0.0407893353760557
ohrB.1963	CDS	ohrB	BSU_13160	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	0.55	not_significant	0.240269582132709
pyrC.2326	CDS	pyrC	BSU_15500	Biosynthesis/ acquisition of pyrimidine nucleotides	4.29	-1.31	0.0004742468894611
ykzN.1964	CDS	ykzN	BSU_13169	Proteins of unknown function, General stress proteins (controlled by SigB)	0.67	not_significant	0.330711008479865
ytzD.4461	CDS	ytzD	BSU_29430	Proteins of unknown function	0.58	not_significant	0.844050607701318
rapK.2859	CDS	rapK	BSU_18910	Genetic competence, Protein phosphatases, Response regulator aspartate phosphatase, Quorum sensing, Genetic competence	0.61	not_significant	0.17251709576329
yvcB.5260	CDS	yvcB	BSU_34840	Proteins of unknown function	3.4	not_significant	0.955095271451861
ywtG.5419	CDS	ywtG	BSU_35830	General stress proteins (controlled by SigB), Membrane proteins	1.25	not_significant	0.148918303366207
yjzH.1803	CDS	yjzH	BSU_12069	Proteins of unknown function	0.22	not_significant	0.722522639258877
yobJ.2870	CDS	yobJ	BSU_18980	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.53	not_significant	0.844382892002925
ydjO.977	CDS	ydjO	BSU_06270	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Cold stress proteins, Phosphorylation on an Arg residue	0.1	not_significant	0.920677022498291
purS.1003	CDS	purS	BSU_06460	Biosynthesis/ acquisition of purine nucleotides	0.41	not_significant	0.803476421174476
ydhK.894	CDS	ydhK	BSU_05790	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	2.67	not_significant	0.176411911564536
yvzA.5258	CDS	yvzA	BSU_34830	Proteins of unknown function	2.83	not_significant	0.910228984773451
S658_S659_ncrF.2691	sRNA_independent	S658_S659_ncrF	new_1917098_1917430	na	2.9	not_significant	0.998560199377135
cypC.343	CDS	cypC	BSU_02100	Electron transport/ other, Lipid metabolism/ other, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	2.75	not_significant	0.252250449500705
bslA.4692	CDS	bslA	BSU_31080	Biofilm formation, Proteins controlling the activity of the kinases, Proteins controlling the activity of the kinases, Secreted proteins, Repellent surface layer	0.83	not_significant	0.955859137224984
ctc.90	CDS	ctc	BSU_00520	Ribosomal proteins, General stress proteins (controlled by SigB)	0.69	2.39	3.02271808776866e-24
cydA.5849	CDS	cydA	BSU_38760	Terminal oxidases, Membrane proteins	0.95	not_significant	0.99222323519129
yfmG.1136	CDS	yfmG	BSU_07480	Proteins of unknown function, Phosphorylation on an Arg residue	0.31	not_significant	0.82679204162024
lctE_lctP.485	intergenic_UTR	lctE_lctP	BSU_03050	Overflow metabolism, Phosphorylation on a Tyr residue	0.03	not_significant	0.942777507737296
sigM.1413	CDS	sigM	BSU_09520	Sigma factors, Sigma factors, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics	0.43	not_significant	0.71738001697992
mcsB.149	CDS	mcsB	BSU_00850	Protein kinases, Control of transcription factor (other than two-component system), Sporulation proteins/ other, General stress proteins (controlled by SigB), Heat shock proteins	0.42	not_significant	0.21170014674761
argH.4462	CDS	argH	BSU_29440	Biosynthesis/ acquisition of arginine	2.08	not_significant	0.728267846633563
sigW.289	CDS	sigW	BSU_01730	Sigma factors, Sigma factors, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.58	not_significant	0.783599519846728
med.1672	CDS	med	BSU_11300	Genetic competence, Genetic competence	0.28	not_significant	0.617841280538417
yozO.2924	CDS	yozO	BSU_19290	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.41	not_significant	0.632609763225128
yukAB.4823	CDS	yukAB	BSU_31875	Protein secretion, Membrane proteins	2.5	not_significant	0.764775486200215
iolS.6007	CDS	iolS	BSU_39780	Utilization of inositol	0.45	not_significant	0.365573385230051
desE.2903	CDS	desE	BSU_19180	Lipid metabolism/ other, Cold stress proteins, Membrane proteins	0.82	not_significant	0.813864691431897
pyrB.2325	CDS	pyrB	BSU_15490	Biosynthesis/ acquisition of pyrimidine nucleotides, Phosphorylation on a Ser residue	2.67	-1.42	0.0246402363346549
yceH.468	CDS	yceH	BSU_02940	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	4.7	not_significant	0.724062444108271
ydbS.718	CDS	ydbS	BSU_04590	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics, Membrane proteins	0.34	not_significant	0.728567177028114
purQ.1004	CDS	purQ	BSU_06470	Biosynthesis/ acquisition of purine nucleotides	0.5	not_significant	0.940380671156576
pyrF.2331	CDS	pyrF	BSU_15550	Biosynthesis/ acquisition of pyrimidine nucleotides, Newly identified competence genes	2.12	-1.87	7.47509164216767e-07
rttN.5470	CDS	rttN	BSU_36190	Newly identified sporulation proteins (based on transcription profiling), Type 2 TA systems	1.08	not_significant	0.942777507737296
asnH.6025	CDS	asnH	BSU_39920	Biosynthesis/ acquisition of aspartate/ asparagine	0.38	not_significant	0.95493087021799
pspA.960	CDS	pspA	BSU_06180	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	0.79	not_significant	0.972852586505584
clpC.150	CDS	clpC	BSU_00860	Sporulation proteins/ other, General stress proteins (controlled by SigB), Heat shock proteins, Phosphorylation on an Arg residue, Additional proteins involved in proteolysis, Cell wall/ other, Swarming	1.0	not_significant	0.0695645291262037
phrK.2860	CDS	phrK	BSU_18920	Genetic competence, Quorum sensing, Genetic competence, Short peptides, Control of response regulators/ other	0.37	not_significant	0.0754463841278556
csn.4043	CDS	csn	BSU_26890	Utilization of other polymeric carbohydrates, Secreted proteins	0.97	not_significant	0.863066781157762
tagV.5366	CDS	tagV	BSU_35520	Export of anionic polymers and attachment to peptidoglycan, Membrane proteins	0.45	not_significant	0.517797659990318
relP.1727	CDS	relP	BSU_11600	Metabolism of signalling nucleotides, Targets of (p)ppGpp	1.06	not_significant	0.774810362266694
plsX.2381	CDS	plsX	BSU_15890	Biosynthesis of fatty acids, Essential genes, Membrane proteins, Other genes	0.42	not_significant	0.359844789103943
yxaM.6026	CDS	yxaM	BSU_39930	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	0.38	not_significant	0.866095091752294
poxB.678	CDS	poxB	BSU_04340	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes, Membrane proteins, Utilization of organic acids	0.5	not_significant	0.329128282811182
ygxB.1398	CDS	ygxB	BSU_09390	General stress proteins (controlled by SigB)	0.33	not_significant	0.301792013744891
yjoB.1850	CDS	yjoB	BSU_12420	Cell division/ based on similarity, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.4	not_significant	0.959426114926531
pyrE.2332	CDS	pyrE	BSU_15560	Biosynthesis/ acquisition of pyrimidine nucleotides	0.53	-1.5	5.56441244442854e-06
yraL.4044	CDS	yraL	BSU_26900	Proteins of unknown function	0.44	not_significant	0.475048135860308
yukC.4826	CDS	yukC	BSU_31890	Protein secretion, Membrane proteins	1.5	not_significant	0.625302435263322
yoaF.2799	CDS	yoaF	BSU_18580	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	1.08	not_significant	0.508271474867255
ydfG.841	CDS	ydfG	BSU_05400	Proteins of unknown function	0.27	not_significant	0.838233699018087
nprE.2200	CDS	nprE	BSU_14700	Utilization of proteins, Extracellular feeding proteases, Secreted proteins	1.57	not_significant	0.682663341107697
ytxG.4520	CDS	ytxG	BSU_29780	General stress proteins (controlled by SigB), Membrane proteins	0.87	0.84	0.0108663797866802
yrkA.4000	CDS	yrkA	BSU_26610	Membrane proteins, Magnesium uptake/ efflux	0.33	not_significant	0.55466747325836
ribBA.3511	CDS	ribBA	BSU_23260	Biosynthesis/ acquisition of riboflavin/ FAD	0.35	0.71	0.035721592909538
alsD.5442	CDS	alsD	BSU_36000	Overflow metabolism, Phosphorylation on either a Ser, Thr or Tyr residue	0.22	0.68	0.0131503345147963
yokI.3249	CDS	yokI	BSU_21580	SP-beta prophage, Type 2 TA systems, Secreted proteins	0.88	not_significant	0.790516391603805
mreD.4235	CDS	mreD	BSU_28010	Cell shape, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes, Membrane proteins	0.06	not_significant	0.60855830931902
fapR.2379	CDS	fapR	BSU_15880	Biosynthesis of fatty acids, Transcription factors/ other	0.24	not_significant	0.46630710288763
fabD.2383	CDS	fabD	BSU_15900	Biosynthesis of fatty acids, Essential genes	0.27	0.46	0.027742641301599
pyrD.2330	CDS	pyrD	BSU_15540	Biosynthesis/ acquisition of pyrimidine nucleotides	1.86	-1.86	1.99293154303008e-06
S1182_yuaI.4680	CDS_3'UTR	S1182_yuaI	new_3178934_3179900_c	na	0.25	not_significant	0.392207696767967
iolW.5074	CDS	iolW	BSU_33530	Utilization of inositol, General stress proteins (controlled by SigB)	0.29	not_significant	0.171775977329366
yoaG.2800	CDS	yoaG	BSU_18590	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.37	not_significant	0.860842230345384
ytnP.4535	CDS	ytnP	BSU_29890	Resistance against toxins/ antibiotics, Phosphorylation on a Ser residue	1.16	not_significant	0.781939360995794
kinE.2015	CDS	kinE	BSU_13530	Protein kinases, Two-component sensor kinase, The kinases, The kinases	0.8	not_significant	0.154416455753519
ypuD.3516	CDS	ypuD	BSU_23300	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.67	not_significant	0.892299580946954
uvrB.5314	CDS	uvrB	BSU_35170	DNA repair/ recombination, Other proteins	0.44	not_significant	0.352549476521906
yezG.1056	CDS	yezG	BSU_06811	Essential genes, Type 2 TA systems	0.73	not_significant	0.164410592839334
purF.1006	CDS	purF	BSU_06490	Biosynthesis/ acquisition of purine nucleotides	0.47	not_significant	0.95160773625049
azoRB.5075	CDS	azoRB	BSU_33540	Sporulation proteins/ other, Resistance against oxidative and electrophile stress	0.2	not_significant	0.740243675176179
ydaG.659	CDS	ydaG	BSU_04220	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	0.13	not_significant	0.553836417161571
yocK.2915	CDS	yocK	BSU_19240	General stress proteins (controlled by SigB)	0.38	not_significant	0.148918303366207
argG.4463	CDS	argG	BSU_29450	Biosynthesis/ acquisition of arginine, Phosphorylation on an Arg residue	1.33	not_significant	0.81139724432412
bshBB.2949	CDS	bshBB	BSU_19460	Biosynthesis of bacillithiol, Resistance against oxidative and electrophile stress	0.39	not_significant	0.442388643426293
yopC.3159	CDS	yopC	BSU_20940	SP-beta prophage	0.26	not_significant	0.442813730677552
pksN.2579	CDS	pksN	BSU_17210	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.85	not_significant	0.0630380428687243
yeeF.1058	CDS	yeeF	BSU_06812	Type 2 TA systems, Secreted proteins	0.8	not_significant	0.210965185190206
lctE.484	CDS	lctE	BSU_03050	Overflow metabolism, Phosphorylation on a Tyr residue	0.22	not_significant	0.955574719325797
rtbD.5934	CDS	rtbD	BSU_39300	Type 2 TA systems, Secreted proteins	1.14	not_significant	0.525159449080802
S1418.5552	sRNA_independent	S1418	new_3774188_3774399_c	na	0.12	not_significant	0.0957269456318287
purL.1005	CDS	purL	BSU_06480	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins	0.83	not_significant	0.945247706656528
yvdD.5228	CDS	yvdD	BSU_34640	Poorly characterized/ putative enzymes	0.2	not_significant	0.979361222840917
codY.2428	CDS	codY	BSU_16170	Transcription factors/ other, Regulators of core metabolism, Phosphorylation on a Ser residue	0.26	not_significant	0.65940462970738
yqjL.3593	CDS	yqjL	BSU_23830	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against oxidative and electrophile stress	0.13	not_significant	0.986416473791393
plsC.1415	CDS	plsC	BSU_09540	Biosynthesis of fatty acids, General stress proteins (controlled by SigB), Essential genes, Membrane proteins	0.17	not_significant	0.56497577905504
ctc_pth.91	intergenic_UTR	ctc_pth	BSU_00520	Ribosomal proteins, General stress proteins (controlled by SigB)	0.05	1.06	0.0008953727154405
yfkI.1198	CDS	yfkI	BSU_07890	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	0.25	1.17	0.0100378138004345
rtbE.5933	CDS	rtbE	BSU_39290	Essential genes, Type 2 TA systems	0.73	not_significant	0.870710773650991
iseA.2772	CDS	iseA	BSU_18380	Autolysis, Secreted proteins	0.11	not_significant	0.24917498001135
pyrR_pyrP.2323	intergenic_UTR	pyrR_pyrP	BSU_15470	Biosynthesis/ acquisition of pyrimidine nucleotides, Transcription factors/ other, RNA binding regulators	0.25	not_significant	0.816681555780076
abrB.66	CDS	abrB	BSU_00370	Transition state regulators, Phosphorylation on a Ser residue	0.25	0.68	0.0052821237187884
ysmB.4298	CDS	ysmB	BSU_28400	Transcription factor/ other/ based on similarity	0.21	not_significant	0.695369153164868
comZ.1673	CDS	comZ	BSU_11310	Genetic competence, Genetic competence	0.16	not_significant	0.330711008479865
purA.6105	CDS	purA	BSU_40420	Biosynthesis/ acquisition of purine nucleotides, Phosphorylation on an Arg residue	0.27	not_significant	0.858908219118848
opuCB.5116	CDS	opuCB	BSU_33820	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.83	not_significant	0.0705920109765533
ribD.3513	CDS	ribD	BSU_23280	Biosynthesis/ acquisition of riboflavin/ FAD	0.51	not_significant	0.258009069499992
ywmE.5553	CDS	ywmE	BSU_36720	General stress proteins (controlled by SigB), Membrane proteins	0.15	not_significant	0.121994347069386
skfE.322	CDS	skfE	BSU_01950	Toxins, antitoxins and immunity against toxins, Prophage 1, Membrane proteins, Export of peptides	0.82	not_significant	0.627353135828674
yueC.4818	CDS	yueC	BSU_31850	Protein secretion, Membrane proteins	0.92	not_significant	0.695369153164868
yueB.4821	CDS	yueB	BSU_31860	Protein secretion, Phage-related functions, Membrane proteins	1.5	not_significant	0.794817404971107
ispH.3783	CDS	ispH	BSU_25160	Biosynthesis of isoprenoids, Essential genes	0.23	not_significant	0.468635083528088
mreB_ysxA.4240	CDS	mreB_ysxA	BSU_28030	Cell shape, Membrane dynamics, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes, Membrane proteins	0.24	not_significant	0.449140612711731
sigF.3539	CDS	sigF	BSU_23450	Sigma factors, Sigma factors, Sporulation proteins/ other	0.38	0.91	1.22530119897707e-05
liaD.6065	CDS	liaD	BSU_40180	Control of response regulators/ other, Secreted proteins, Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.74	not_significant	0.892005805399294
nfeDB.4684	CDS	nfeDB	BSU_31020	Membrane dynamics, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins	0.24	not_significant	0.463116706003239
ykaA.1923	CDS	ykaA	BSU_12850	Proteins of unknown function, Other highly expressed unknown proteins	0.17	not_significant	0.56497577905504
rpmEB.4640	CDS	rpmEB	BSU_30700	Ribosomal proteins, General stress proteins (controlled by SigB), Phosphorylation on an Arg residue	0.43	0.96	0.030967102379235
racX.5200	CDS	racX	BSU_34430	Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	0.53	not_significant	0.283615286403668
glpW.1378	CDS	glpW	BSU_09240	Poorly characterized/ putative enzymes	0.31	0.75	0.0253442586317624
maf.4244	CDS	maf	BSU_28050	Proteins of unknown function	0.25	not_significant	0.392207696767967
rttO.5469	CDS	rttO	BSU_36180	Newly identified sporulation proteins (based on transcription profiling), Type 2 TA systems	0.88	not_significant	0.794817404971107
htrA.1932	CDS	htrA	BSU_12900	Heat shock proteins, Membrane proteins, Protein quality control, Secreted proteins	0.58	not_significant	0.651766963187031
mreB.4238	CDS	mreB	BSU_28030	Cell shape, Membrane dynamics, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes, Membrane proteins	0.23	not_significant	0.417543043874529
vpr.5750	CDS	vpr	BSU_38090	Utilization of proteins, Extracellular feeding proteases, Secreted proteins	0.45	not_significant	0.248377022865604
ywqH.5473	CDS	ywqH	BSU_36210	Not yet assigned	0.75	not_significant	0.798932630272931
rsbRB.1972	CDS	rsbRB	BSU_13200	Control of sigma factors, Phosphorylation on a Thr residue	0.27	not_significant	0.692469942902904
yjoA.1849	CDS	yjoA	BSU_12410	Proteins of unknown function, Phosphorylation on a Tyr residue	0.17	not_significant	0.625900403058404
yukD_yukE.4829	intergenic_UTR	yukD_yukE	BSU_31900	Protein secretion, Biosynthesis of antibacterial compounds/ based on similarity	0.05	not_significant	0.771851428518754
S1216.4795	sRNA_independent	S1216	new_3257233_3257319_c	na	0.4	not_significant	0.553698345392564
yueC_yueB.4820	CDS	yueC_yueB	BSU_31850	Protein secretion, Membrane proteins	0.8	not_significant	0.603936997605693
