pyRAP_Gene	feature	Gene_base	locus	GO_terms	log2foldchange	padj
ctc.90	CDS	ctc	BSU_00520	Ribosomal proteins, General stress proteins (controlled by SigB)	2.39	3.02271808776866e-24
glyA.5584	CDS	glyA	BSU_36900	Biosynthesis/ acquisition of serine/ glycine/ alanine, Phosphorylation on either a Ser, Thr or Tyr residue, Newly identified competence genes	2.35	2.1966894230936703e-58
yjnA.1847	CDS	yjnA	BSU_12400	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins, Other transporters	-2.18	0.0217688652945294
yxeM.5965	CDS	yxeM	BSU_39500	Biosynthesis/ acquisition of cysteine, Membrane proteins, Uptake of amino acids, Conversion of S-(2-succino)cysteine to cysteine	-2.1	0.038944105042012
yjgD.1816	CDS	yjgD	BSU_12170	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Poorly characterized/ putative enzymes	2.08	0.0428052419847649
ydjJ.966	CDS	ydjJ	BSU_06220	Proteins of unknown function, Membrane proteins	1.97	0.0022393230609092
yxeN.5964	CDS	yxeN	BSU_39490	Biosynthesis/ acquisition of cysteine, Membrane proteins, Uptake of amino acids, Conversion of S-(2-succino)cysteine to cysteine	-1.93	0.0436725321004935
S927.3726	S_feature	S927	new_2562914_2563888	na	1.88	0.0037372893586952
pyrF.2331	CDS	pyrF	BSU_15550	Biosynthesis/ acquisition of pyrimidine nucleotides, Newly identified competence genes	-1.87	7.47509164216767e-07
pyrD.2330	CDS	pyrD	BSU_15540	Biosynthesis/ acquisition of pyrimidine nucleotides	-1.86	1.99293154303008e-06
yxeO.5963	CDS	yxeO	BSU_39480	Biosynthesis/ acquisition of cysteine, Membrane proteins, Uptake of amino acids, Conversion of S-(2-succino)cysteine to cysteine	-1.86	0.0196849557928672
S1244.4877	S_feature	S1244	new_3308369_3308785	na	1.73	0.030967102379235
tcyP.1365	CDS	tcyP	BSU_09130	Biosynthesis/ acquisition of cysteine, Membrane proteins, Dicarboxylate/amino acid:cation symporter	-1.66	0.0144496535552173
yfkD.1204	CDS	yfkD	BSU_07930	General stress proteins (controlled by SigB), Sporulation proteins/ other	1.62	0.0058849736828594
spbT.3172	CDS	spbT	BSU_21000	Toxins, antitoxins and immunity against toxins/ based on similarity, SP-beta prophage, Antisense RNAs of toxin/antitoxin systems, Type 1 TA systems	1.61	0.0244461287614218
pyrK.2329	CDS	pyrK	BSU_15530	Biosynthesis/ acquisition of pyrimidine nucleotides	-1.58	5.85747764921729e-13
nupN.4768	CDS	nupN	BSU_31540	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins, Uptake of carbon sources	-1.58	3.70062987140243e-21
sndB.5962	CDS	sndB	BSU_39470	Detoxification reactions, Conversion of S-(2-succino)cysteine to cysteine	-1.54	8.55159863231079e-05
pyrE.2332	CDS	pyrE	BSU_15560	Biosynthesis/ acquisition of pyrimidine nucleotides	-1.5	5.56441244442854e-06
pyrAB.2328	CDS	pyrAB	BSU_15520	Biosynthesis/ acquisition of pyrimidine nucleotides, Membrane proteins	-1.49	4.39237838526659e-08
ywcI.5748	CDS	ywcI	BSU_38080	Proteins of unknown function	1.49	2.7500562040764804e-15
pyrB.2325	CDS	pyrB	BSU_15490	Biosynthesis/ acquisition of pyrimidine nucleotides, Phosphorylation on a Ser residue	-1.42	0.0246402363346549
yrhC_mccB.4103	intergenic_UTR	yrhC_mccB	BSU_27240	Proteins of unknown function	-1.42	0.0015783599240126
S1467.5749	sRNA_independent	S1467	new_3907315_3907453_c	na	1.4	7.872640129472059e-12
pyrAA.2327	CDS	pyrAA	BSU_15510	Biosynthesis/ acquisition of pyrimidine nucleotides	-1.4	4.88876201415929e-05
frlM.4930	CDS	frlM	BSU_32580	Utilization of amino sugars, Utilization of amino sugars, Membrane proteins, Uptake of carbon sources	-1.36	0.035721592909538
pksF.2572	CDS	pksF	BSU_17140	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.33	2.7234910996726697e-18
epsA.5193	CDS	epsA	BSU_34370	Protein kinases, Biofilm formation, Membrane proteins, Matrix polysaccharide synthesis	1.32	3.8826953106812406e-09
pksH.2574	CDS	pksH	BSU_17160	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.31	4.32277840446452e-13
pyrC.2326	CDS	pyrC	BSU_15500	Biosynthesis/ acquisition of pyrimidine nucleotides	-1.31	0.0004742468894611
pstBA.3753	CDS	pstBA	BSU_24960	Phosphate metabolism, Membrane proteins, Uptake of ions	1.28	0.00021682330855
pksG.2573	CDS	pksG	BSU_17150	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.28	2.9383696216467903e-15
S1295.5109	S_feature	S1295	new_3466069_3466155_c	na	-1.27	0.0006631268088541
pksJ.2576	CDS	pksJ	BSU_17180	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.27	2.4667170453424e-16
epsB_epsA.5192	intergenic_UTR	epsB_epsA	BSU_34360	Protein kinases, Biofilm formation, Phosphorylation on a Tyr residue, Matrix polysaccharide synthesis	1.25	2.30312661053708e-05
acpK.2571	CDS	acpK	BSU_17130	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.23	2.77534677549129e-06
epsB.5191	CDS	epsB	BSU_34360	Protein kinases, Biofilm formation, Phosphorylation on a Tyr residue, Matrix polysaccharide synthesis	1.23	9.38394644186417e-08
pksL.2577	CDS	pksL	BSU_17190	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.23	4.4493328449054e-16
spbC.5106	CDS	spbC	BSU_33770	Toxins, antitoxins and immunity against toxins, Toxins, antitoxins and immunity/ Additional genes	-1.2	1.01940783040519e-09
yfkI.1198	CDS	yfkI	BSU_07890	General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress	1.17	0.0100378138004345
pksI.2575	CDS	pksI	BSU_17170	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.15	1.00227129926738e-06
S461.1930	S_feature	S461	new_1356775_1357416_c	na	-1.13	0.0124942399142669
epsO_epsN.5174	CDS	epsO_epsN	BSU_34220	Biofilm formation, Matrix polysaccharide synthesis	1.13	0.0003853323812142
sdpA.5104	CDS	sdpA	BSU_33750	Toxins, antitoxins and immunity against toxins	-1.12	2.94538751961385e-08
pstBB.3752	CDS	pstBB	BSU_24950	Phosphate metabolism, Uptake of ions	1.12	0.005702168624807
yacD_cysK.128	intergenic_UTR	yacD_cysK	BSU_00720	Protein secretion/ based on similarity, Secreted proteins	-1.11	0.0005247085530974
youB.3217	CDS	youB	BSU_21329	SP-beta prophage, Proteins of unknown function	1.1	0.0144496535552173
spoIIB.4245	CDS	spoIIB	BSU_28060	Sporulation/ other	1.1	1.00227129926738e-06
ydjN.974	CDS	ydjN	BSU_06260	Proteins of unknown function, Secreted proteins	1.08	0.0136201039168787
yxeQ.5961	CDS	yxeQ	BSU_39460	Poorly characterized/ putative enzymes	-1.08	0.0136201039168787
sdpB_spbC.5108	intergenic_UTR	sdpB_spbC	BSU_33760	Toxins, antitoxins and immunity against toxins, Membrane proteins	-1.07	3.09592831259554e-06
cah.503	CDS	cah	BSU_03180	Resistance against toxins/ antibiotics	-1.06	7.7491531056863e-05
epsD.5186	CDS	epsD	BSU_34340	Biofilm formation, Matrix polysaccharide synthesis	1.06	3.66817024893432e-08
ctc_pth.91	intergenic_UTR	ctc_pth	BSU_00520	Ribosomal proteins, General stress proteins (controlled by SigB)	1.06	0.0008953727154405
opuCC.5115	CDS	opuCC	BSU_33810	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	1.06	0.0239840238377423
pksM.2578	CDS	pksM	BSU_17200	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.06	1.72552873261069e-10
pcfA.2701	CDS	pcfA	BSU_17900	DNA replication	1.06	0.0068266363329918
cysK.129	CDS	cysK	BSU_00730	Biosynthesis/ acquisition of cysteine, Control of transcription factor (other than two-component system), Trigger enzymes that control gene expression by protein-protein interaction with transcription factors	-1.05	0.0006002342519427
csbB.1287	CDS	csbB	BSU_08600	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against oxidative and electrophile stress, Membrane proteins, Biosynthesis of lipoteichoic acid, Biosynthesis of lipoteichoic acid	1.05	0.0028603925339392
S1294.5107	S_feature	S1294	new_3465665_3466067_c	na	-1.04	0.0200094522978582
epsF.5184	CDS	epsF	BSU_34320	Biofilm formation, Matrix polysaccharide synthesis	1.02	4.03856964297234e-08
sacT.5747	CDS	sacT	BSU_38070	Utilization of sucrose, PRD-type regulators, RNA binding regulators, Phosphoproteins / Other	1.01	6.49816873012303e-12
sdpB.5105	CDS	sdpB	BSU_33760	Toxins, antitoxins and immunity against toxins, Membrane proteins	-1.01	4.12188070191479e-06
groES_groEL.929	intergenic_UTR	groES_groEL	BSU_06020	Chaperones/ protein folding, Heat shock proteins, Essential genes, Universally conserved proteins, Phosphorylation on a Ser residue	1.01	2.46362526061865e-07
epsN.5175	CDS	epsN	BSU_34230	Biofilm formation, Matrix polysaccharide synthesis	1.0	4.1970416978042205e-09
ppsD.2762	CDS	ppsD	BSU_18310	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-1.0	4.1970416978042205e-09
gabT.612	CDS	gabT	BSU_03900	Utilization of gamma-amino butyric acid	-1.0	0.0058968470579857
levD.4069	CDS	levD	BSU_27070	Utilization of fructose, Utilization of other polymeric carbohydrates, Sugar specific PTS proteins, Phosphorylation on a His residue	0.99	0.0207215718274045
brxJ_ytxH.4517	intergenic_UTR	brxJ_ytxH	BSU_29760	General stress proteins (controlled by SigB), Phosphorylation on either a Ser, Thr or Tyr residue	0.98	0.0019830218442706
groES.928	CDS	groES	BSU_06020	Chaperones/ protein folding, Heat shock proteins, Essential genes, Universally conserved proteins, Phosphorylation on a Ser residue	0.98	1.03020344793776e-07
pstS.3758	CDS	pstS	BSU_24990	Phosphate metabolism, Membrane proteins, Uptake of ions, Phosphorylation on either a Ser, Thr or Tyr residue, Secreted proteins	0.98	0.021394238760359
opuE.1033	CDS	opuE	BSU_06660	General stress proteins (controlled by SigB), Coping with hyper-osmotic stress, Membrane proteins, Solute:sodium symporter family, Uptake of compatible solutes, Sodium-solute symporter	0.97	0.0007030246112493
spoIIGA.2294	CDS	spoIIGA	BSU_15310	Control of sigma factors, Sporulation/ other, Membrane proteins, Proteolysis during sporulation/ germination	0.96	0.0256374427702219
hxlA.553	CDS	hxlA	BSU_03460	Resistance against oxidative and electrophile stress	0.96	0.0012207600367848
epsL_epsK.5178	CDS	epsL_epsK	BSU_34250	Biofilm formation, Membrane proteins, Matrix polysaccharide synthesis	0.96	1.03020344793776e-07
rpmEB.4640	CDS	rpmEB	BSU_30700	Ribosomal proteins, General stress proteins (controlled by SigB), Phosphorylation on an Arg residue	0.96	0.030967102379235
epsM.5176	CDS	epsM	BSU_34240	Biofilm formation, Matrix polysaccharide synthesis	0.95	4.62055092876416e-05
epsJ_b.5180	CDS	epsJ_b	BSU_34280	Biofilm formation, Matrix polysaccharide synthesis	0.95	9.99052670137916e-06
ppsE.2761	CDS	ppsE	BSU_18300	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.95	8.15396390362729e-08
epsK.5179	CDS	epsK	BSU_34265	Biofilm formation, Membrane proteins, Other exporters, Matrix polysaccharide synthesis	0.95	1.99465711687836e-07
ycgL.505	CDS	ycgL	BSU_03190	Newly identified sporulation proteins (based on transcription profiling)	-0.94	0.0157646133861765
epsE.5185	CDS	epsE	BSU_34330	Biofilm formation, Membrane proteins, Phosphorylation on a Tyr residue, Additional chemotaxis signal transduction and regulatory proteins, Matrix polysaccharide synthesis	0.94	2.38809460188554e-05
epsO.5173	CDS	epsO	BSU_34220	Biofilm formation, Matrix polysaccharide synthesis	0.94	3.99901045205694e-06
ribE.3512	CDS	ribE	BSU_23270	Biosynthesis/ acquisition of riboflavin/ FAD	0.93	0.0170993181726349
yomL.3216	CDS	yomL	BSU_21320	SP-beta prophage, Proteins of unknown function	0.92	0.025702896654776
ybgF.386	CDS	ybgF	BSU_02400	Membrane proteins, APC superfamily	-0.92	8.63936057728508e-07
sigF.3539	CDS	sigF	BSU_23450	Sigma factors, Sigma factors, Sporulation proteins/ other	0.91	1.22530119897707e-05
yuxJ.4761	CDS	yuxJ	BSU_31480	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	0.91	0.0029414716755219
spoIIAB.3540	CDS	spoIIAB	BSU_23460	Protein kinases, Control of sigma factors, Sporulation proteins/ other	0.91	2.37098840036541e-05
epsL.5177	CDS	epsL	BSU_34250	Biofilm formation, Membrane proteins, Matrix polysaccharide synthesis	0.9	7.42099713602616e-05
groEL.930	CDS	groEL	BSU_06030	Chaperones/ protein folding, Heat shock proteins, Essential genes, Phosphorylation on an Arg residue, Phosphorylation on either a Ser, Thr or Tyr residue	0.89	2.94538751961385e-08
ytxH.4518	CDS	ytxH	BSU_29770	General stress proteins (controlled by SigB), Phosphorylation on an Arg residue, Other highly expressed unknown proteins	0.89	0.0074018654105928
opuCD.5114	CDS	opuCD	BSU_33800	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.89	0.0068221840998574
yjbC.1703	CDS	yjbC	BSU_11490	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against oxidative and electrophile stress	0.88	0.0222700295196957
xlyB.1855	CDS	xlyB	BSU_12460	Autolysis, PBSX prophage, Phage-related functions, Secreted proteins	-0.88	0.0035257138215167
pyrP_pyaC.2324	transcript	pyrP_pyaC	BSU_15480	Biosynthesis/ acquisition of pyrimidine nucleotides, Membrane proteins, Nucleotide/ nucleoside transporter	-0.88	1.59791089965569e-05
S1299.5120	S_feature	S1299	new_3471824_3472588	na	0.87	0.0228104545481878
tasA.3707	CDS	tasA	BSU_24620	Biofilm formation, Secreted proteins, Amyloid protein synthesis, secretion and assembly	0.87	0.0004742468894611
yqjF.3605	CDS	yqjF	BSU_23900	Proteins of unknown function	0.86	0.0489181968510876
epsG.5183	CDS	epsG	BSU_34310	Biofilm formation, Membrane proteins, Matrix polysaccharide synthesis	0.85	0.0012919434586683
pstA.3755	CDS	pstA	BSU_24970	Phosphate metabolism, Membrane proteins, Uptake of ions	0.84	0.038944105042012
ytxG.4520	CDS	ytxG	BSU_29780	General stress proteins (controlled by SigB), Membrane proteins	0.84	0.0108663797866802
glgD.4673	CDS	glgD	BSU_30960	Biosynthesis of glycogen, Sporulation proteins/ other	0.84	0.0171116247942645
epsH.5182	CDS	epsH	BSU_34300	Biofilm formation, Matrix polysaccharide synthesis	0.84	0.0154560945130828
ybgF_ybgG.387	intergenic_UTR	ybgF_ybgG	BSU_02400	Membrane proteins, APC superfamily	-0.83	0.0001127322615249
ytxH_ytxG.4519	intergenic_UTR	ytxH_ytxG	BSU_29770	General stress proteins (controlled by SigB), Phosphorylation on an Arg residue, Other highly expressed unknown proteins	0.83	0.0206448536295318
brxJ.4516	CDS	brxJ	BSU_29760	General stress proteins (controlled by SigB), Phosphorylation on either a Ser, Thr or Tyr residue	0.82	0.0058849736828594
yrhC.4102	CDS	yrhC	BSU_27240	Proteins of unknown function	-0.82	0.0100378138004345
pstC.3756	CDS	pstC	BSU_24980	Phosphate metabolism, Membrane proteins, Uptake of ions	0.82	0.0457643778738848
bmrX.1439	S_feature	bmrX	new_1045199_1045317	na	-0.82	0.0052286025246675
opuCA.5117	CDS	opuCA	BSU_33830	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection, Targets of c-di-AMP	0.81	0.0487984926612053
S338_dat.1432	sRNA_5UTR	S338_dat	new_1041930_1041993	na	-0.81	2.39596781663872e-06
spoIIAA.3541	CDS	spoIIAA	BSU_23470	Control of sigma factors, Sporulation proteins/ other, Phosphorylation on a Ser residue	0.8	0.0015008903453181
cysP.2335	CDS	cysP	BSU_15580	Sulfur metabolism, Membrane proteins, sulfur metabolism/ general	-0.8	0.0067169025185779
dat.1433	CDS	dat	BSU_09670	Biosynthesis of peptidoglycan, Biosynthesis of peptidoglycan, Biosynthesis/acquisition of L- and D-alanine	-0.79	5.37263476537306e-06
dnaK.3835	CDS	dnaK	BSU_25470	Chaperones/ protein folding, Heat shock proteins, Phosphorylation on either a Ser, Thr or Tyr residue, Protein secretion	0.79	3.97214177795319e-06
nupG.5889	CDS	nupG	BSU_39020	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins, Nucleotide/ nucleoside transporter	-0.79	1.6107690791117e-05
pdhA_pdhB.2181	intergenic_UTR	pdhA_pdhB	BSU_14580	TCA cycle	0.78	0.0068266363329918
S1296.5110	sRNA_independent	S1296	new_3466157_3466342_c	na	-0.78	0.0205984424557563
pksE.2570	CDS	pksE	BSU_17120	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.78	2.32848935436059e-06
dps_ytkA.4633	intergenic_UTR	dps_ytkA	BSU_30650	Acquisition of iron / Other, General stress proteins (controlled by SigB), Resistance against oxidative and electrophile stress, Acquisition of iron / Other	0.78	0.0483059525287026
yodL_pgpB.2976	intergenic_UTR	yodL_pgpB	BSU_19640	Newly identified sporulation proteins (based on transcription profiling), Other genes	0.78	0.007979941036323
mscT.2127	CDS	mscT	BSU_14210	General stress proteins (controlled by SigB), Coping with hypo-osmotic stress, Membrane proteins	0.77	0.0298281877960649
S93.388	sRNA_inter_intragenic	S93	new_261536_261647_c	na	-0.77	0.0018865662088321
acoA.1220	CDS	acoA	BSU_08060	Utilization of acetoin	0.76	2.28170716381231e-06
dnaK_grpE.3836	intergenic_UTR	dnaK_grpE	BSU_25470	Chaperones/ protein folding, Heat shock proteins, Phosphorylation on either a Ser, Thr or Tyr residue, Protein secretion	0.76	0.0006377664971272
clpE.2040	CDS	clpE	BSU_13700	Heat shock proteins, Additional proteins involved in proteolysis	0.76	0.0134131800862623
hrcA.3839	CDS	hrcA	BSU_25490	Transcription factors/ other, Heat shock proteins, Phosphorylation on an Arg residue	0.76	6.10351148592959e-07
refZ.4490	CDS	refZ	BSU_29630	Sporulation proteins/ other, Other genes	0.76	0.0052286025246675
leuC_leuB.4274	intergenic_UTR	leuC_leuB	BSU_28260	Biosynthesis/ acquisition of branched-chain amino acids, Phosphorylation on an Arg residue	0.76	8.83473088300434e-05
ribH.3510	CDS	ribH	BSU_23250	Biosynthesis/ acquisition of riboflavin/ FAD	0.75	0.0407893353760557
nupO.4769	CDS	nupO	BSU_31550	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins, Uptake of carbon sources	-0.75	0.0020817013280733
glpW.1378	CDS	glpW	BSU_09240	Poorly characterized/ putative enzymes	0.75	0.0253442586317624
cysH_cysP.2336	intergenic_UTR	cysH_cysP	BSU_15570	Sulfur metabolism, sulfur metabolism/ general	-0.75	0.0078994321729148
msmG.4584	CDS	msmG	BSU_30290	Utilization of melibiose, Membrane proteins, Uptake of carbon sources	-0.75	0.0096184315145234
nupQ.4771	CDS	nupQ	BSU_31570	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins, Uptake of carbon sources	-0.75	0.0020817013280733
leuB_leuA.4276	intergenic_UTR	leuB_leuA	BSU_28270	Biosynthesis/ acquisition of branched-chain amino acids, Phosphorylation on an Arg residue	0.73	0.0001036190180525
ywcH.5751	CDS	ywcH	BSU_38100	Poorly characterized/ putative enzymes	-0.72	0.0227188114715846
glgP.4671	CDS	glgP	BSU_30940	Biosynthesis of glycogen, Sporulation proteins/ other, Phosphorylation on either a Ser, Thr or Tyr residue	0.72	0.0078994321729148
tkmA.5482	CDS	tkmA	BSU_36260	Protein kinases, Biofilm formation, Membrane proteins, Regulation	-0.72	0.0162801726257987
yybF.6144	CDS	yybF	BSU_40660	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	-0.72	0.0006002342519427
bmrC.1440	CDS	bmrC	BSU_09710	Resistance against toxins/ antibiotics, Membrane proteins, Efflux of antibiotics, Regulatory ABC transporters	-0.72	0.0001848373816358
epsD_epsC.5187	intergenic_UTR	epsD_epsC	BSU_34340	Biofilm formation, Matrix polysaccharide synthesis	0.72	0.0407893353760557
cysH.2334	CDS	cysH	BSU_15570	Sulfur metabolism, sulfur metabolism/ general	-0.71	0.0253442586317624
epsC.5188	CDS	epsC	BSU_34350	Biofilm formation, Membrane proteins, Matrix polysaccharide synthesis	0.71	0.005702168624807
ylxY.2510	CDS	ylxY	BSU_16700	Poorly characterized/ putative enzymes, Additional germination proteins	0.71	0.0192216678130051
ribBA.3511	CDS	ribBA	BSU_23260	Biosynthesis/ acquisition of riboflavin/ FAD	0.71	0.035721592909538
kbaA.270	CDS	kbaA	BSU_01560	Membrane proteins, Proteins controlling the activity of the kinases, Proteins controlling the activity of the kinases	-0.7	0.0123930844747512
yrvD.4171	CDS	yrvD	BSU_27630	Proteins of unknown function, Membrane proteins	0.7	0.021394238760359
yodL.2975	CDS	yodL	BSU_19640	Newly identified sporulation proteins (based on transcription profiling), Other genes	0.7	0.0003686205246515
epsI.5181	CDS	epsI	BSU_34290	Biofilm formation, Matrix polysaccharide synthesis	0.69	0.0254596268895838
yfiS.1261	putative_sRNA	yfiS	BSU_08380	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins, Other transporters	-0.69	0.0384634263919245
ywcE.5755	CDS	ywcE	BSU_38130	Sporulation/ other, Membrane proteins, Additional germination proteins	-0.69	0.0161816410967747
yraK.4046	CDS	yraK	BSU_26910	Proteins of unknown function	0.69	0.0078994321729148
S1335.5295	sRNA_independent	S1335	new_3602657_3602942	na	-0.69	9.17490133734302e-05
ythQ.4551	CDS	ythQ	BSU_30000	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins, Exporters of unknown function	-0.68	0.0451810958832269
alsD.5442	CDS	alsD	BSU_36000	Overflow metabolism, Phosphorylation on either a Ser, Thr or Tyr residue	0.68	0.0131503345147963
abrB.66	CDS	abrB	BSU_00370	Transition state regulators, Phosphorylation on a Ser residue	0.68	0.0052821237187884
msmF.4583	CDS	msmF	BSU_30280	Utilization of melibiose, Membrane proteins, Uptake of carbon sources	-0.67	0.0161936092723571
bkdB.3621	CDS	bkdB	BSU_24030	Utilization of branched-chain amino acids	0.67	0.0098935782098824
S313.1339	sRNA_independent	S313	new_972833_973008_c	na	-0.67	0.0351563653314505
S1292.5103	sRNA_independent	S1292	new_3463734_3464253_c	na	-0.66	0.0320643946289582
S1470.5754	sRNA_independent	S1470	new_3913898_3914008	na	-0.66	0.0333777304734921
bkdB_bkdAB.3622	intergenic_UTR	bkdB_bkdAB	BSU_24030	Utilization of branched-chain amino acids	0.66	0.0199306793923481
ppsC.2764	CDS	ppsC	BSU_18320	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	-0.65	0.0002881165014322
gamA.381	CDS	gamA	BSU_02360	Utilization of cell wall components, Utilization of amino sugars, Utilization of amino sugars	-0.65	0.0047898570013093
leuD_leuC.4272	intergenic_UTR	leuD_leuC	BSU_28250	Biosynthesis/ acquisition of branched-chain amino acids	0.65	0.0005967203539605
grpE.3837	CDS	grpE	BSU_25480	Chaperones/ protein folding, Heat shock proteins	0.65	0.0001127322615249
gamP_gamA.380	intergenic_UTR	gamP_gamA	BSU_02350	Utilization of cell wall components, Utilization of amino sugars, Membrane proteins, Sugar specific PTS proteins, Phosphorylation on a Cys residue, Phosphorylation on a His residue, Utilization of amino sugars	-0.64	0.0328457849842564
nupP.4770	CDS	nupP	BSU_31560	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins, Uptake of carbon sources	-0.64	0.0181190621328186
rhaA.4707	CDS	rhaA	BSU_31180	Utilization of rhamnose	-0.64	0.0246402363346549
grpE_hrcA.3838	intergenic_UTR	grpE_hrcA	BSU_25480	Chaperones/ protein folding, Heat shock proteins	0.63	0.020291309392391
pdhA.2180	CDS	pdhA	BSU_14580	TCA cycle	0.63	0.0013947528532892
leuC.4273	CDS	leuC	BSU_28260	Biosynthesis/ acquisition of branched-chain amino acids, Phosphorylation on an Arg residue	0.63	4.77932136396041e-05
bmrD.1441	CDS	bmrD	BSU_09720	Resistance against toxins/ antibiotics, Membrane proteins, Efflux of antibiotics, Regulatory ABC transporters	-0.63	0.0002881165014322
